Release,Perf,Quantile,Value
PyAF-3.0,MAPE,50,0.1222
PyAF-3.0,MAPE,60,0.1665
PyAF-3.0,MAPE,70,0.234
PyAF-3.0,MAPE,80,0.3607
PyAF-3.0,MAPE,90,0.5861
PyAF-3.0,MAPE,100,11.0712
PyAF-3.0,SMAPE,0,0.0014
PyAF-3.0,SMAPE,10,0.0257
PyAF-3.0,SMAPE,20,0.0442
PyAF-3.0,SMAPE,30,0.0658
PyAF-3.0,SMAPE,40,0.091
PyAF-3.0,SMAPE,50,0.1186
PyAF-3.0,SMAPE,60,0.1614
PyAF-3.0,SMAPE,70,0.2278
PyAF-3.0,SMAPE,80,0.3324
PyAF-3.0,SMAPE,90,0.5454
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,4.24
PyAF-3.0,TrainingTime,10,4.77
PyAF-3.0,TrainingTime,20,5.03
PyAF-3.0,TrainingTime,30,5.23
PyAF-3.0,TrainingTime,40,5.38
PyAF-3.0,TrainingTime,50,5.64
PyAF-3.0,TrainingTime,60,5.85
PyAF-3.0,TrainingTime,70,5.99
PyAF-3.0,TrainingTime,80,6.13
PyAF-3.0,TrainingTime,90,6.35
PyAF-3.0,TrainingTime,100,8.38
PyAF-4.0,L1,0,17.7778
PyAF-4.0,L1,10,152.8167
PyAF-4.0,L1,20,246.5875
PyAF-4.0,L1,30,343.4135
PyAF-4.0,L1,40,447.5648
PyAF-4.0,L1,50,573.232
PyAF-4.0,L1,60,712.549
PyAF-4.0,L1,70,931.6157
PyAF-4.0,L1,80,1250.625
PyAF-4.0,L1,90,1950.3508
PyAF-4.0,L1,100,24103.8733
PyAF-4.0,L2,0,24.037
PyAF-4.0,L2,10,181.506
PyAF-4.0,L2,20,299.7991
PyAF-4.0,L2,30,402.7711
PyAF-4.0,L2,40,533.476
PyAF-4.0,L2,50,671.9518
PyAF-4.0,L2,60,856.1499
PyAF-4.0,L2,70,1078.6741
PyAF-4.0,L2,80,1457.5584
PyAF-4.0,L2,90,2240.0104
PyAF-4.0,L2,100,25897.7475
PyAF-4.0,MAPE,0,0.0035
PyAF-4.0,MAPE,10,0.0271
PyAF-4.0,MAPE,20,0.0448
PyAF-4.0,MAPE,30,0.0649
PyAF-4.0,MAPE,40,0.0865
PyAF-4.0,MAPE,50,0.1162
PyAF-4.0,MAPE,60,0.153
PyAF-4.0,MAPE,70,0.2147
PyAF-4.0,MAPE,80,0.3427
PyAF-4.0,MAPE,90,0.5767
PyAF-4.0,MAPE,100,14.9446
PyAF-4.0,SMAPE,0,0.0035
PyAF-4.0,SMAPE,10,0.0271
PyAF-4.0,SMAPE,20,0.0454
PyAF-4.0,SMAPE,30,0.0646
PyAF-4.0,SMAPE,40,0.0857
PyAF-4.0,SMAPE,50,0.114
PyAF-4.0,SMAPE,60,0.1494
PyAF-4.0,SMAPE,70,0.2097
PyAF-4.0,SMAPE,80,0.3234
PyAF-4.0,SMAPE,90,0.5199
PyAF-4.0,SMAPE,100,2.0
PyAF-4.0,TrainingTime,0,2.4
PyAF-4.0,TrainingTime,10,2.64
PyAF-4.0,TrainingTime,20,2.71
PyAF-4.0,TrainingTime,30,2.76
PyAF-4.0,TrainingTime,40,2.79
PyAF-4.0,TrainingTime,50,2.82
PyAF-4.0,TrainingTime,60,2.86
PyAF-4.0,TrainingTime,70,2.9
PyAF-4.0,TrainingTime,80,2.97
PyAF-4.0,TrainingTime,90,3.22
PyAF-4.0,TrainingTime,100,3.93
