Release,Perf,Quantile,Value
PyAF-1.0,L1,0,1.8892
PyAF-1.0,L1,10,8.2187
PyAF-1.0,L1,20,165.5474
PyAF-1.0,L1,30,1636.3513
PyAF-1.0,L1,40,4695.5558
PyAF-1.0,L1,50,6505.6089
PyAF-1.0,L1,60,24213.2366
PyAF-1.0,L1,70,35220.8571
PyAF-1.0,L1,80,61235.419
PyAF-1.0,L1,90,246389.7099
PyAF-1.0,L1,100,1150249.5819
PyAF-1.0,L2,0,2.0706
PyAF-1.0,L2,10,9.0511
PyAF-1.0,L2,20,189.1085
PyAF-1.0,L2,30,1903.8816
PyAF-1.0,L2,40,5018.0265
PyAF-1.0,L2,50,7111.4292
PyAF-1.0,L2,60,28284.9854
PyAF-1.0,L2,70,42695.013
PyAF-1.0,L2,80,73530.4335
PyAF-1.0,L2,90,278823.8416
PyAF-1.0,L2,100,1338418.2374
PyAF-1.0,MAPE,0,0.0149
PyAF-1.0,MAPE,10,0.0359
PyAF-1.0,MAPE,20,0.0492
PyAF-1.0,MAPE,30,0.0818
PyAF-1.0,MAPE,40,0.1135
PyAF-1.0,MAPE,50,0.184
PyAF-1.0,MAPE,60,0.2662
PyAF-1.0,MAPE,70,0.2975
PyAF-1.0,MAPE,80,0.4076
PyAF-1.0,MAPE,90,1.1817
PyAF-1.0,MAPE,100,42704390495010.664
PyAF-1.0,SMAPE,0,0.0151
PyAF-1.0,SMAPE,10,0.0366
PyAF-1.0,SMAPE,20,0.0507
PyAF-1.0,SMAPE,30,0.0825
PyAF-1.0,SMAPE,40,0.1144
PyAF-1.0,SMAPE,50,0.1627
PyAF-1.0,SMAPE,60,0.2289
PyAF-1.0,SMAPE,70,0.3106
PyAF-1.0,SMAPE,80,0.3454
PyAF-1.0,SMAPE,90,0.5697
PyAF-1.0,SMAPE,100,1.8878
PyAF-1.0,MASE,0,0.3841
PyAF-1.0,MASE,10,0.8027
PyAF-1.0,MASE,20,0.9587
PyAF-1.0,MASE,30,1.077
PyAF-1.0,MASE,40,1.2141
PyAF-1.0,MASE,50,1.6079
PyAF-1.0,MASE,60,2.0362
PyAF-1.0,MASE,70,2.7436
PyAF-1.0,MASE,80,3.9444
PyAF-1.0,MASE,90,5.5709
PyAF-1.0,MASE,100,18.9998
PyAF-1.0,TrainingTime,0,4.83
PyAF-1.0,TrainingTime,10,5.602
PyAF-1.0,TrainingTime,20,5.956
PyAF-1.0,TrainingTime,30,6.326
PyAF-1.0,TrainingTime,40,6.716
PyAF-1.0,TrainingTime,50,6.91
PyAF-1.0,TrainingTime,60,7.226
PyAF-1.0,TrainingTime,70,7.74
PyAF-1.0,TrainingTime,80,8.188
PyAF-1.0,TrainingTime,90,8.378
PyAF-1.0,TrainingTime,100,8.83
PyAF-2.0,L1,0,0.749
PyAF-2.0,L1,10,6.2085
PyAF-2.0,L1,20,165.5474
PyAF-2.0,L1,30,1636.3513
PyAF-2.0,L1,40,4695.5558
PyAF-2.0,L1,50,6505.6083
PyAF-2.0,L1,60,24213.2218
PyAF-2.0,L1,70,35220.8571
PyAF-2.0,L1,80,61235.419
PyAF-2.0,L1,90,246389.7099
PyAF-2.0,L1,100,1150249.2306
PyAF-2.0,L2,0,0.8461
PyAF-2.0,L2,10,7.3197
PyAF-2.0,L2,20,189.1085
PyAF-2.0,L2,30,1903.8816
PyAF-2.0,L2,40,5018.0265
PyAF-2.0,L2,50,7111.4281
PyAF-2.0,L2,60,28284.9731
PyAF-2.0,L2,70,42695.0123
PyAF-2.0,L2,80,73530.4335
PyAF-2.0,L2,90,278823.8416
PyAF-2.0,L2,100,1338417.6252
PyAF-2.0,MAPE,0,0.0038
PyAF-2.0,MAPE,10,0.0315
PyAF-2.0,MAPE,20,0.0485
PyAF-2.0,MAPE,30,0.0723
PyAF-2.0,MAPE,40,0.1135
PyAF-2.0,MAPE,50,0.184
PyAF-2.0,MAPE,60,0.2662
PyAF-2.0,MAPE,70,0.2975
PyAF-2.0,MAPE,80,0.4076
PyAF-2.0,MAPE,90,1.1817
PyAF-2.0,MAPE,100,42704390495010.664
PyAF-2.0,SMAPE,0,0.0038
PyAF-2.0,SMAPE,10,0.0321
PyAF-2.0,SMAPE,20,0.0494
PyAF-2.0,SMAPE,30,0.0708
PyAF-2.0,SMAPE,40,0.1144
PyAF-2.0,SMAPE,50,0.1627
PyAF-2.0,SMAPE,60,0.2289
PyAF-2.0,SMAPE,70,0.3106
PyAF-2.0,SMAPE,80,0.3454
PyAF-2.0,SMAPE,90,0.5697
PyAF-2.0,SMAPE,100,1.8878
PyAF-2.0,MASE,0,0.267
PyAF-2.0,MASE,10,0.6234
PyAF-2.0,MASE,20,0.867
PyAF-2.0,MASE,30,1.0489
PyAF-2.0,MASE,40,1.1093
PyAF-2.0,MASE,50,1.4141
PyAF-2.0,MASE,60,1.8318
PyAF-2.0,MASE,70,2.0901
PyAF-2.0,MASE,80,3.3688
PyAF-2.0,MASE,90,5.5709
PyAF-2.0,MASE,100,18.9998
PyAF-2.0,TrainingTime,0,4.08
PyAF-2.0,TrainingTime,10,4.644
PyAF-2.0,TrainingTime,20,4.776
PyAF-2.0,TrainingTime,30,4.842
PyAF-2.0,TrainingTime,40,4.958
PyAF-2.0,TrainingTime,50,5.21
PyAF-2.0,TrainingTime,60,5.3
PyAF-2.0,TrainingTime,70,5.484
PyAF-2.0,TrainingTime,80,5.652
PyAF-2.0,TrainingTime,90,6.032
PyAF-2.0,TrainingTime,100,6.2
PyAF-3.0,L1,0,0.749
PyAF-3.0,L1,10,6.2085
PyAF-3.0,L1,20,165.5474
PyAF-3.0,L1,30,1636.3513
PyAF-3.0,L1,40,4695.5558
PyAF-3.0,L1,50,6505.6083
PyAF-3.0,L1,60,24213.2218
PyAF-3.0,L1,70,35220.8571
PyAF-3.0,L1,80,61235.419
PyAF-3.0,L1,90,246389.7099
PyAF-3.0,L1,100,1150249.2306
PyAF-3.0,L2,0,0.8461
PyAF-3.0,L2,10,7.3197
PyAF-3.0,L2,20,189.1085
PyAF-3.0,L2,30,1903.8816
PyAF-3.0,L2,40,5018.0265
PyAF-3.0,L2,50,7111.4281
PyAF-3.0,L2,60,28284.9731
PyAF-3.0,L2,70,42695.0123
PyAF-3.0,L2,80,73530.4335
PyAF-3.0,L2,90,278823.8416
PyAF-3.0,L2,100,1338417.6252
PyAF-3.0,MAPE,0,0.0038
PyAF-3.0,MAPE,10,0.0315
PyAF-3.0,MAPE,20,0.0485
PyAF-3.0,MAPE,30,0.0723
PyAF-3.0,MAPE,40,0.1135
PyAF-3.0,MAPE,50,0.184
PyAF-3.0,MAPE,60,0.2662
PyAF-3.0,MAPE,70,0.2975
PyAF-3.0,MAPE,80,0.4076
PyAF-3.0,MAPE,90,1.1817
PyAF-3.0,MAPE,100,42704390495010.664
PyAF-3.0,SMAPE,0,0.0038
PyAF-3.0,SMAPE,10,0.0321
PyAF-3.0,SMAPE,20,0.0494
PyAF-3.0,SMAPE,30,0.0708
PyAF-3.0,SMAPE,40,0.1144
PyAF-3.0,SMAPE,50,0.1627
PyAF-3.0,SMAPE,60,0.2289
PyAF-3.0,SMAPE,70,0.3106
PyAF-3.0,SMAPE,80,0.3454
PyAF-3.0,SMAPE,90,0.5697
PyAF-3.0,SMAPE,100,1.8878
PyAF-3.0,MASE,0,0.267
PyAF-3.0,MASE,10,0.6234
PyAF-3.0,MASE,20,0.867
PyAF-3.0,MASE,30,1.0489
PyAF-3.0,MASE,40,1.1093
PyAF-3.0,MASE,50,1.4141
PyAF-3.0,MASE,60,1.8318
PyAF-3.0,MASE,70,2.0901
PyAF-3.0,MASE,80,3.3688
PyAF-3.0,MASE,90,5.5709
PyAF-3.0,MASE,100,18.9998
PyAF-3.0,TrainingTime,0,4.08
PyAF-3.0,TrainingTime,10,4.644
PyAF-3.0,TrainingTime,20,4.776
PyAF-3.0,TrainingTime,30,4.842
PyAF-3.0,TrainingTime,40,4.958
PyAF-3.0,TrainingTime,50,5.21
PyAF-3.0,TrainingTime,60,5.3
PyAF-3.0,TrainingTime,70,5.484
PyAF-3.0,TrainingTime,80,5.652
PyAF-3.0,TrainingTime,90,6.032
PyAF-3.0,TrainingTime,100,6.2
PyAF-4.0,L1,0,3.42
PyAF-4.0,L1,10,10.052
PyAF-4.0,L1,20,97.8211
