Release,Perf,Quantile,Value
PyAF-4.0,L1,30,1602.2309
PyAF-4.0,L1,40,3635.2074
PyAF-4.0,L1,50,5003.0304
PyAF-4.0,L1,60,28020.2651
PyAF-4.0,L1,70,34877.211
PyAF-4.0,L1,80,61235.419
PyAF-4.0,L1,90,233216.5714
PyAF-4.0,L1,100,667402.6282
PyAF-4.0,L2,0,3.8066
PyAF-4.0,L2,10,10.8442
PyAF-4.0,L2,20,102.4671
PyAF-4.0,L2,30,1852.6033
PyAF-4.0,L2,40,4423.2642
PyAF-4.0,L2,50,6552.2842
PyAF-4.0,L2,60,30172.4456
PyAF-4.0,L2,70,40258.3336
PyAF-4.0,L2,80,73530.4335
PyAF-4.0,L2,90,266874.395
PyAF-4.0,L2,100,840604.9959
PyAF-4.0,MAPE,0,0.0165
PyAF-4.0,MAPE,10,0.0383
PyAF-4.0,MAPE,20,0.0512
PyAF-4.0,MAPE,30,0.0724
PyAF-4.0,MAPE,40,0.1071
PyAF-4.0,MAPE,50,0.1288
PyAF-4.0,MAPE,60,0.2161
PyAF-4.0,MAPE,70,0.2629
PyAF-4.0,MAPE,80,0.3605
PyAF-4.0,MAPE,90,1.0997
PyAF-4.0,MAPE,100,42722844522675.42
PyAF-4.0,SMAPE,0,0.0165
PyAF-4.0,SMAPE,10,0.0385
PyAF-4.0,SMAPE,20,0.0512
PyAF-4.0,SMAPE,30,0.0696
PyAF-4.0,SMAPE,40,0.1067
PyAF-4.0,SMAPE,50,0.1189
PyAF-4.0,SMAPE,60,0.2015
PyAF-4.0,SMAPE,70,0.2723
PyAF-4.0,SMAPE,80,0.3506
PyAF-4.0,SMAPE,90,0.5966
PyAF-4.0,SMAPE,100,1.8878
PyAF-4.0,MASE,0,0.4816
PyAF-4.0,MASE,10,0.7542
PyAF-4.0,MASE,20,0.7974
PyAF-4.0,MASE,30,0.9568
PyAF-4.0,MASE,40,1.1456
PyAF-4.0,MASE,50,1.4141
PyAF-4.0,MASE,60,2.037
PyAF-4.0,MASE,70,2.8553
PyAF-4.0,MASE,80,3.9444
PyAF-4.0,MASE,90,5.1966
PyAF-4.0,MASE,100,19.0083
PyAF-4.0,TrainingTime,0,2.5
PyAF-4.0,TrainingTime,10,2.58
PyAF-4.0,TrainingTime,20,2.606
PyAF-4.0,TrainingTime,30,2.688
PyAF-4.0,TrainingTime,40,2.764
PyAF-4.0,TrainingTime,50,2.84
PyAF-4.0,TrainingTime,60,2.962
PyAF-4.0,TrainingTime,70,3.102
PyAF-4.0,TrainingTime,80,3.154
PyAF-4.0,TrainingTime,90,3.18
PyAF-4.0,TrainingTime,100,3.49
PyAF-5.0,L1,0,0.7463
PyAF-5.0,L1,10,6.6217
PyAF-5.0,L1,20,68.8813
PyAF-5.0,L1,30,1716.022
PyAF-5.0,L1,40,4462.4286
PyAF-5.0,L1,50,6227.4942
PyAF-5.0,L1,60,14801.4643
PyAF-5.0,L1,70,53827.4052
PyAF-5.0,L1,80,138729.0464
PyAF-5.0,L1,90,413120.5573
PyAF-5.0,L1,100,1058476.0195
PyAF-5.0,L2,0,0.8435
PyAF-5.0,L2,10,7.4036
PyAF-5.0,L2,20,85.0726
PyAF-5.0,L2,30,2025.9332
PyAF-5.0,L2,40,5351.2703
PyAF-5.0,L2,50,6775.9788
PyAF-5.0,L2,60,17230.9408
PyAF-5.0,L2,70,56716.0408
PyAF-5.0,L2,80,145951.3033
PyAF-5.0,L2,90,519320.2708
PyAF-5.0,L2,100,1235828.6032
PyAF-5.0,MAPE,0,0.0059
PyAF-5.0,MAPE,10,0.0348
PyAF-5.0,MAPE,20,0.0628
PyAF-5.0,MAPE,30,0.1381
PyAF-5.0,MAPE,40,0.2254
PyAF-5.0,MAPE,50,0.2464
PyAF-5.0,MAPE,60,0.2662
PyAF-5.0,MAPE,70,0.3668
PyAF-5.0,MAPE,80,0.9232
PyAF-5.0,MAPE,90,1.3666
PyAF-5.0,MAPE,100,42019285714286.625
PyAF-5.0,SMAPE,0,0.0059
PyAF-5.0,SMAPE,10,0.0354
PyAF-5.0,SMAPE,20,0.06
PyAF-5.0,SMAPE,30,0.1308
PyAF-5.0,SMAPE,40,0.2002
PyAF-5.0,SMAPE,50,0.2308
PyAF-5.0,SMAPE,60,0.2971
PyAF-5.0,SMAPE,70,0.3985
PyAF-5.0,SMAPE,80,0.7829
PyAF-5.0,SMAPE,90,1.2889
PyAF-5.0,SMAPE,100,1.9231
PyAF-5.0,MASE,0,0.6351
PyAF-5.0,MASE,10,0.8735
PyAF-5.0,MASE,20,1.1772
PyAF-5.0,MASE,30,1.285
PyAF-5.0,MASE,40,1.7376
PyAF-5.0,MASE,50,1.8338
PyAF-5.0,MASE,60,2.0965
PyAF-5.0,MASE,70,3.8471
PyAF-5.0,MASE,80,5.555
PyAF-5.0,MASE,90,11.8274
PyAF-5.0,MASE,100,32.2716
PyAF-5.0,TrainingTime,0,6.81
PyAF-5.0,TrainingTime,10,7.945
PyAF-5.0,TrainingTime,20,8.89
PyAF-5.0,TrainingTime,30,12.36
PyAF-5.0,TrainingTime,40,13.1
PyAF-5.0,TrainingTime,50,14.125
PyAF-5.0,TrainingTime,60,15.74
PyAF-5.0,TrainingTime,70,16.14
PyAF-5.0,TrainingTime,80,16.43
PyAF-5.0,TrainingTime,90,17.395
PyAF-5.0,TrainingTime,100,18.61
