Release,Perf,Quantile,Value
PyAF-2.0,L1,90,669000.1738
PyAF-2.0,L1,100,347164830.2134
PyAF-2.0,L2,0,0.0576
PyAF-2.0,L2,10,1.7234
PyAF-2.0,L2,20,11.7291
PyAF-2.0,L2,30,20.3957
PyAF-2.0,L2,40,30.4805
PyAF-2.0,L2,50,47.045
PyAF-2.0,L2,60,86.3266
PyAF-2.0,L2,70,1635.6032
PyAF-2.0,L2,80,57478.107
PyAF-2.0,L2,90,785289.1624
PyAF-2.0,L2,100,463144605.0049
PyAF-2.0,MAPE,0,0.007
PyAF-2.0,MAPE,10,0.0647
PyAF-2.0,MAPE,20,0.0987
PyAF-2.0,MAPE,30,0.1305
PyAF-2.0,MAPE,40,0.1605
PyAF-2.0,MAPE,50,0.197
PyAF-2.0,MAPE,60,0.2351
PyAF-2.0,MAPE,70,0.2882
PyAF-2.0,MAPE,80,0.3749
PyAF-2.0,MAPE,90,0.5223
PyAF-2.0,MAPE,100,32.3146
PyAF-2.0,SMAPE,0,0.0071
PyAF-2.0,SMAPE,10,0.0638
PyAF-2.0,SMAPE,20,0.0984
PyAF-2.0,SMAPE,30,0.1313
PyAF-2.0,SMAPE,40,0.1652
PyAF-2.0,SMAPE,50,0.2036
PyAF-2.0,SMAPE,60,0.2486
PyAF-2.0,SMAPE,70,0.3237
PyAF-2.0,SMAPE,80,0.4094
PyAF-2.0,SMAPE,90,0.615
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,2.81
PyAF-2.0,TrainingTime,10,4.059
PyAF-2.0,TrainingTime,20,4.18
PyAF-2.0,TrainingTime,30,4.25
PyAF-2.0,TrainingTime,40,4.35
PyAF-2.0,TrainingTime,50,5.09
PyAF-2.0,TrainingTime,60,6.448
PyAF-2.0,TrainingTime,70,7.08
PyAF-2.0,TrainingTime,80,7.52
PyAF-2.0,TrainingTime,90,7.74
PyAF-2.0,TrainingTime,100,10.46
PyAF-3.0,L1,0,0.0505
PyAF-3.0,L1,10,1.4935
PyAF-3.0,L1,20,9.3017
PyAF-3.0,L1,30,17.1704
PyAF-3.0,L1,40,25.077
PyAF-3.0,L1,50,39.1159
PyAF-3.0,L1,60,72.7613
PyAF-3.0,L1,70,1422.5995
PyAF-3.0,L1,80,43594.9615
PyAF-3.0,L1,90,669000.1738
PyAF-3.0,L1,100,347164830.2134
PyAF-3.0,L2,0,0.0576
PyAF-3.0,L2,10,1.7234
PyAF-3.0,L2,20,11.7291
PyAF-3.0,L2,30,20.3957
PyAF-3.0,L2,40,30.4805
PyAF-3.0,L2,50,47.045
PyAF-3.0,L2,60,86.3266
PyAF-3.0,L2,70,1635.6032
PyAF-3.0,L2,80,57478.107
PyAF-3.0,L2,90,785289.1624
PyAF-3.0,L2,100,463144605.0049
PyAF-3.0,MAPE,0,0.007
PyAF-3.0,MAPE,10,0.0647
PyAF-3.0,MAPE,20,0.0987
PyAF-3.0,MAPE,30,0.1305
PyAF-3.0,MAPE,40,0.1605
PyAF-3.0,MAPE,50,0.197
PyAF-3.0,MAPE,60,0.2351
PyAF-3.0,MAPE,70,0.2882
PyAF-3.0,MAPE,80,0.3749
PyAF-3.0,MAPE,90,0.5223
PyAF-3.0,MAPE,100,32.3146
PyAF-3.0,SMAPE,0,0.0071
PyAF-3.0,SMAPE,10,0.0638
PyAF-3.0,SMAPE,20,0.0984
PyAF-3.0,SMAPE,30,0.1313
PyAF-3.0,SMAPE,40,0.1652
PyAF-3.0,SMAPE,50,0.2036
PyAF-3.0,SMAPE,60,0.2486
PyAF-3.0,SMAPE,70,0.3237
PyAF-3.0,SMAPE,80,0.4094
PyAF-3.0,SMAPE,90,0.615
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,2.81
PyAF-3.0,TrainingTime,10,4.059
PyAF-3.0,TrainingTime,20,4.18
PyAF-3.0,TrainingTime,30,4.25
PyAF-3.0,TrainingTime,40,4.35
PyAF-3.0,TrainingTime,50,5.09
PyAF-3.0,TrainingTime,60,6.448
PyAF-3.0,TrainingTime,70,7.08
PyAF-3.0,TrainingTime,80,7.52
PyAF-3.0,TrainingTime,90,7.74
PyAF-3.0,TrainingTime,100,10.46
PyAF-4.0,L1,0,0.0505
PyAF-4.0,L1,10,1.609
PyAF-4.0,L1,20,9.3092
PyAF-4.0,L1,30,17.0111
PyAF-4.0,L1,40,24.9385
PyAF-4.0,L1,50,38.3952
PyAF-4.0,L1,60,71.8393
PyAF-4.0,L1,70,1083.6411
PyAF-4.0,L1,80,42936.8645
PyAF-4.0,L1,90,592415.0784
PyAF-4.0,L1,100,281116642.0
PyAF-4.0,L2,0,0.0562
PyAF-4.0,L2,10,2.014
PyAF-4.0,L2,20,11.6834
PyAF-4.0,L2,30,20.4119
PyAF-4.0,L2,40,30.061
PyAF-4.0,L2,50,46.4848
PyAF-4.0,L2,60,85.9424
PyAF-4.0,L2,70,1304.5486
PyAF-4.0,L2,80,53204.4049
PyAF-4.0,L2,90,722204.1168
PyAF-4.0,L2,100,325149197.8901
PyAF-4.0,MAPE,0,0.0065
PyAF-4.0,MAPE,10,0.0683
PyAF-4.0,MAPE,20,0.0978
PyAF-4.0,MAPE,30,0.1271
PyAF-4.0,MAPE,40,0.1591
PyAF-4.0,MAPE,50,0.1942
PyAF-4.0,MAPE,60,0.2404
PyAF-4.0,MAPE,70,0.2947
PyAF-4.0,MAPE,80,0.3678
PyAF-4.0,MAPE,90,0.4957
PyAF-4.0,MAPE,100,17.2446
PyAF-4.0,SMAPE,0,0.0065
PyAF-4.0,SMAPE,10,0.069
PyAF-4.0,SMAPE,20,0.0977
PyAF-4.0,SMAPE,30,0.1294
PyAF-4.0,SMAPE,40,0.1624
PyAF-4.0,SMAPE,50,0.2086
PyAF-4.0,SMAPE,60,0.2617
PyAF-4.0,SMAPE,70,0.3331
PyAF-4.0,SMAPE,80,0.4309
PyAF-4.0,SMAPE,90,0.6209
PyAF-4.0,SMAPE,100,1.973
PyAF-4.0,TrainingTime,0,1.33
PyAF-4.0,TrainingTime,10,2.07
PyAF-4.0,TrainingTime,20,2.11
PyAF-4.0,TrainingTime,30,2.13
PyAF-4.0,TrainingTime,40,2.21
PyAF-4.0,TrainingTime,50,2.82
PyAF-4.0,TrainingTime,60,3.114
PyAF-4.0,TrainingTime,70,3.29
PyAF-4.0,TrainingTime,80,3.4
PyAF-4.0,TrainingTime,90,3.53
PyAF-4.0,TrainingTime,100,5.27
