Release,Perf,Quantile,Value
PyAF-1.0,L1,0,1.3494
PyAF-1.0,L1,10,2.8302
PyAF-1.0,L1,20,3.2804
PyAF-1.0,L1,30,4.0785
PyAF-1.0,L1,40,4.6559
PyAF-1.0,L1,50,6.4349
PyAF-1.0,L1,60,11.7379
PyAF-1.0,L1,70,15.7047
PyAF-1.0,L1,80,17.8682
PyAF-1.0,L1,90,22.0782
PyAF-1.0,L1,100,43.324
PyAF-1.0,L2,0,2.0495
PyAF-1.0,L2,10,4.0711
PyAF-1.0,L2,20,4.4757
PyAF-1.0,L2,30,5.6555
PyAF-1.0,L2,40,6.1072
PyAF-1.0,L2,50,7.7391
PyAF-1.0,L2,60,13.4134
PyAF-1.0,L2,70,17.1765
PyAF-1.0,L2,80,19.2547
PyAF-1.0,L2,90,23.3156
PyAF-1.0,L2,100,45.4146
PyAF-1.0,MAPE,0,0.1327
PyAF-1.0,MAPE,10,0.1877
PyAF-1.0,MAPE,20,0.2361
PyAF-1.0,MAPE,30,0.3088
PyAF-1.0,MAPE,40,0.4861
PyAF-1.0,MAPE,50,0.9821
PyAF-1.0,MAPE,60,1.0
PyAF-1.0,MAPE,70,1.0
PyAF-1.0,MAPE,80,1.0
PyAF-1.0,MAPE,90,2113603519.2888
PyAF-1.0,MAPE,100,5994354251.3142
PyAF-1.0,SMAPE,0,0.1352
PyAF-1.0,SMAPE,10,0.1818
PyAF-1.0,SMAPE,20,0.197
PyAF-1.0,SMAPE,30,0.228
PyAF-1.0,SMAPE,40,0.2748
PyAF-1.0,SMAPE,50,0.4162
PyAF-1.0,SMAPE,60,1.1185
PyAF-1.0,SMAPE,70,2.0
PyAF-1.0,SMAPE,80,2.0
PyAF-1.0,SMAPE,90,2.0
PyAF-1.0,SMAPE,100,2.0
PyAF-1.0,TrainingTime,0,12.95
PyAF-1.0,TrainingTime,10,14.81
PyAF-1.0,TrainingTime,20,15.61
PyAF-1.0,TrainingTime,30,16.36
PyAF-1.0,TrainingTime,40,17.06
PyAF-1.0,TrainingTime,50,17.92
PyAF-1.0,TrainingTime,60,18.54
PyAF-1.0,TrainingTime,70,19.16
PyAF-1.0,TrainingTime,80,20.17
PyAF-1.0,TrainingTime,90,21.1
PyAF-1.0,TrainingTime,100,26.51
PyAF-2.0,L1,0,1.3494
PyAF-2.0,L1,10,2.8302
PyAF-2.0,L1,20,3.2804
PyAF-2.0,L1,30,4.0785
PyAF-2.0,L1,40,4.6559
PyAF-2.0,L1,50,6.4349
