Release,Perf,Quantile,Value
PyAF-2.0,L1,60,11.7379
PyAF-2.0,L1,70,15.7047
PyAF-2.0,L1,80,17.8682
PyAF-2.0,L1,90,22.0782
PyAF-2.0,L1,100,43.324
PyAF-2.0,L2,0,2.0495
PyAF-2.0,L2,10,4.0711
PyAF-2.0,L2,20,4.4757
PyAF-2.0,L2,30,5.6555
PyAF-2.0,L2,40,6.1072
PyAF-2.0,L2,50,7.7391
PyAF-2.0,L2,60,13.4134
PyAF-2.0,L2,70,17.1765
PyAF-2.0,L2,80,19.2547
PyAF-2.0,L2,90,23.3156
PyAF-2.0,L2,100,45.4146
PyAF-2.0,MAPE,0,0.1327
PyAF-2.0,MAPE,10,0.1877
PyAF-2.0,MAPE,20,0.2361
PyAF-2.0,MAPE,30,0.3088
PyAF-2.0,MAPE,40,0.4861
PyAF-2.0,MAPE,50,0.9821
PyAF-2.0,MAPE,60,1.0
PyAF-2.0,MAPE,70,1.0
PyAF-2.0,MAPE,80,1.0
PyAF-2.0,MAPE,90,2113603519.2888
PyAF-2.0,MAPE,100,5994354251.3142
PyAF-2.0,SMAPE,0,0.1352
PyAF-2.0,SMAPE,10,0.1818
PyAF-2.0,SMAPE,20,0.197
PyAF-2.0,SMAPE,30,0.228
PyAF-2.0,SMAPE,40,0.2748
PyAF-2.0,SMAPE,50,0.4162
PyAF-2.0,SMAPE,60,1.1185
PyAF-2.0,SMAPE,70,2.0
PyAF-2.0,SMAPE,80,2.0
PyAF-2.0,SMAPE,90,2.0
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,18.8
PyAF-2.0,TrainingTime,10,19.68
PyAF-2.0,TrainingTime,20,21.56
PyAF-2.0,TrainingTime,30,23.55
PyAF-2.0,TrainingTime,40,26.0
PyAF-2.0,TrainingTime,50,29.95
PyAF-2.0,TrainingTime,60,33.84
PyAF-2.0,TrainingTime,70,35.2
PyAF-2.0,TrainingTime,80,37.87
PyAF-2.0,TrainingTime,90,40.9
PyAF-2.0,TrainingTime,100,44.94
PyAF-3.0,L1,0,1.3494
PyAF-3.0,L1,10,2.8302
PyAF-3.0,L1,20,3.2804
PyAF-3.0,L1,30,4.0785
PyAF-3.0,L1,40,4.6559
PyAF-3.0,L1,50,6.4349
PyAF-3.0,L1,60,11.7379
PyAF-3.0,L1,70,15.7047
PyAF-3.0,L1,80,17.8682
PyAF-3.0,L1,90,22.0782
PyAF-3.0,L1,100,43.324
PyAF-3.0,L2,0,2.0495
PyAF-3.0,L2,10,4.0711
PyAF-3.0,L2,20,4.4757
PyAF-3.0,L2,30,5.6555
PyAF-3.0,L2,40,6.1072
PyAF-3.0,L2,50,7.7391
PyAF-3.0,L2,60,13.4134
PyAF-3.0,L2,70,17.1765
PyAF-3.0,L2,80,19.2547
PyAF-3.0,L2,90,23.3156
PyAF-3.0,L2,100,45.4146
PyAF-3.0,MAPE,0,0.1327
PyAF-3.0,MAPE,10,0.1877
PyAF-3.0,MAPE,20,0.2361
PyAF-3.0,MAPE,30,0.3088
PyAF-3.0,MAPE,40,0.4861
PyAF-3.0,MAPE,50,0.9821
PyAF-3.0,MAPE,60,1.0
PyAF-3.0,MAPE,70,1.0
PyAF-3.0,MAPE,80,1.0
PyAF-3.0,MAPE,90,2113603519.2888
PyAF-3.0,MAPE,100,5994354251.3142
PyAF-3.0,SMAPE,0,0.1352
PyAF-3.0,SMAPE,10,0.1818
PyAF-3.0,SMAPE,20,0.197
PyAF-3.0,SMAPE,30,0.228
PyAF-3.0,SMAPE,40,0.2748
PyAF-3.0,SMAPE,50,0.4162
PyAF-3.0,SMAPE,60,1.1185
PyAF-3.0,SMAPE,70,2.0
PyAF-3.0,SMAPE,80,2.0
PyAF-3.0,SMAPE,90,2.0
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,18.8
PyAF-3.0,TrainingTime,10,19.68
PyAF-3.0,TrainingTime,20,21.56
PyAF-3.0,TrainingTime,30,23.55
PyAF-3.0,TrainingTime,40,26.0
PyAF-3.0,TrainingTime,50,29.95
PyAF-3.0,TrainingTime,60,33.84
PyAF-3.0,TrainingTime,70,35.2
PyAF-3.0,TrainingTime,80,37.87
PyAF-3.0,TrainingTime,90,40.9
PyAF-3.0,TrainingTime,100,44.94
PyAF-4.0,L1,0,1.567
PyAF-4.0,L1,10,2.9152
PyAF-4.0,L1,20,3.2655
PyAF-4.0,L1,30,3.9903
PyAF-4.0,L1,40,4.6404
PyAF-4.0,L1,50,5.948
PyAF-4.0,L1,60,11.8115
PyAF-4.0,L1,70,16.0763
PyAF-4.0,L1,80,17.9417
PyAF-4.0,L1,90,22.8181
PyAF-4.0,L1,100,43.324
PyAF-4.0,L2,0,2.0899
PyAF-4.0,L2,10,4.0455
PyAF-4.0,L2,20,4.531
PyAF-4.0,L2,30,5.4535
PyAF-4.0,L2,40,6.1075
PyAF-4.0,L2,50,7.2773
PyAF-4.0,L2,60,14.1633
PyAF-4.0,L2,70,17.3262
PyAF-4.0,L2,80,20.264
PyAF-4.0,L2,90,23.8999
PyAF-4.0,L2,100,45.4146
PyAF-4.0,MAPE,0,0.1304
PyAF-4.0,MAPE,10,0.19
PyAF-4.0,MAPE,20,0.2522
PyAF-4.0,MAPE,30,0.3247
PyAF-4.0,MAPE,40,0.507
PyAF-4.0,MAPE,50,0.9821
PyAF-4.0,MAPE,60,1.0
PyAF-4.0,MAPE,70,1.0
PyAF-4.0,MAPE,80,1.0
PyAF-4.0,MAPE,90,1690180865.7922
PyAF-4.0,MAPE,100,9387943293.3281
PyAF-4.0,SMAPE,0,0.1329
PyAF-4.0,SMAPE,10,0.1795
PyAF-4.0,SMAPE,20,0.202
PyAF-4.0,SMAPE,30,0.2277
PyAF-4.0,SMAPE,40,0.2735
PyAF-4.0,SMAPE,50,0.4209
PyAF-4.0,SMAPE,60,1.4866
PyAF-4.0,SMAPE,70,2.0
PyAF-4.0,SMAPE,80,2.0
PyAF-4.0,SMAPE,90,2.0
PyAF-4.0,SMAPE,100,2.0
PyAF-4.0,TrainingTime,0,10.94
PyAF-4.0,TrainingTime,10,11.91
PyAF-4.0,TrainingTime,20,12.04
PyAF-4.0,TrainingTime,30,12.23
PyAF-4.0,TrainingTime,40,12.34
PyAF-4.0,TrainingTime,50,12.52
PyAF-4.0,TrainingTime,60,12.62
PyAF-4.0,TrainingTime,70,12.82
PyAF-4.0,TrainingTime,80,12.97
PyAF-4.0,TrainingTime,90,13.2
PyAF-4.0,TrainingTime,100,14.07
