Release,Perf,Quantile,Value
PyAF-2.0,TrainingTime,70,5.658
PyAF-2.0,TrainingTime,80,5.958
PyAF-2.0,TrainingTime,90,6.242
PyAF-2.0,TrainingTime,100,24.42
PyAF-3.0,L1,0,0.0497
PyAF-3.0,L1,10,0.1204
PyAF-3.0,L1,20,0.3714
PyAF-3.0,L1,30,0.8027
PyAF-3.0,L1,40,1.2025
PyAF-3.0,L1,50,2.9157
PyAF-3.0,L1,60,3.1673
PyAF-3.0,L1,70,5.3018
PyAF-3.0,L1,80,12.9323
PyAF-3.0,L1,90,26.8276
PyAF-3.0,L1,100,332.5222
PyAF-3.0,L2,0,0.0504
PyAF-3.0,L2,10,0.1236
PyAF-3.0,L2,20,0.4445
PyAF-3.0,L2,30,0.9152
PyAF-3.0,L2,40,1.3585
PyAF-3.0,L2,50,3.3074
PyAF-3.0,L2,60,3.7902
PyAF-3.0,L2,70,7.6635
PyAF-3.0,L2,80,14.7768
PyAF-3.0,L2,90,28.6119
PyAF-3.0,L2,100,344.198
PyAF-3.0,MAPE,0,0.0054
PyAF-3.0,MAPE,10,0.0125
PyAF-3.0,MAPE,20,0.0269
PyAF-3.0,MAPE,30,0.0348
PyAF-3.0,MAPE,40,0.0437
PyAF-3.0,MAPE,50,0.0565
PyAF-3.0,MAPE,60,0.0719
PyAF-3.0,MAPE,70,0.1108
PyAF-3.0,MAPE,80,0.1285
PyAF-3.0,MAPE,90,0.2458
PyAF-3.0,MAPE,100,1.0
PyAF-3.0,SMAPE,0,0.0055
PyAF-3.0,SMAPE,10,0.0125
PyAF-3.0,SMAPE,20,0.0268
PyAF-3.0,SMAPE,30,0.0346
PyAF-3.0,SMAPE,40,0.0441
PyAF-3.0,SMAPE,50,0.0592
PyAF-3.0,SMAPE,60,0.0742
PyAF-3.0,SMAPE,70,0.1101
PyAF-3.0,SMAPE,80,0.1269
PyAF-3.0,SMAPE,90,0.206
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,MASE,0,0.1285
PyAF-3.0,MASE,10,0.2954
PyAF-3.0,MASE,20,0.4733
PyAF-3.0,MASE,30,0.7836
PyAF-3.0,MASE,40,0.9245
PyAF-3.0,MASE,50,1.1052
PyAF-3.0,MASE,60,1.6115
PyAF-3.0,MASE,70,2.2984
PyAF-3.0,MASE,80,3.6636
PyAF-3.0,MASE,90,5.5872
PyAF-3.0,MASE,100,14.9865
PyAF-3.0,TrainingTime,0,3.34
PyAF-3.0,TrainingTime,10,3.476
PyAF-3.0,TrainingTime,20,3.556
PyAF-3.0,TrainingTime,30,3.862
PyAF-3.0,TrainingTime,40,4.102
PyAF-3.0,TrainingTime,50,4.95
PyAF-3.0,TrainingTime,60,5.242
PyAF-3.0,TrainingTime,70,5.658
PyAF-3.0,TrainingTime,80,5.958
PyAF-3.0,TrainingTime,90,6.242
PyAF-3.0,TrainingTime,100,24.42
PyAF-4.0,L1,0,0.0764
PyAF-4.0,L1,10,0.1517
PyAF-4.0,L1,20,0.3339
PyAF-4.0,L1,30,0.8735
PyAF-4.0,L1,40,1.3761
PyAF-4.0,L1,50,2.2217
PyAF-4.0,L1,60,2.9715
PyAF-4.0,L1,70,3.705
PyAF-4.0,L1,80,10.3826
PyAF-4.0,L1,90,31.3627
PyAF-4.0,L1,100,559.8302
PyAF-4.0,L2,0,0.084
PyAF-4.0,L2,10,0.1816
PyAF-4.0,L2,20,0.4369
PyAF-4.0,L2,30,0.9771
PyAF-4.0,L2,40,1.6315
PyAF-4.0,L2,50,2.3392
PyAF-4.0,L2,60,3.3788
PyAF-4.0,L2,70,4.7783
PyAF-4.0,L2,80,11.532
PyAF-4.0,L2,90,35.996
PyAF-4.0,L2,100,581.8965
PyAF-4.0,MAPE,0,0.0054
PyAF-4.0,MAPE,10,0.0128
PyAF-4.0,MAPE,20,0.0243
PyAF-4.0,MAPE,30,0.0348
PyAF-4.0,MAPE,40,0.0502
PyAF-4.0,MAPE,50,0.0615
PyAF-4.0,MAPE,60,0.0733
PyAF-4.0,MAPE,70,0.0995
PyAF-4.0,MAPE,80,0.125
PyAF-4.0,MAPE,90,0.1604
PyAF-4.0,MAPE,100,0.7027
PyAF-4.0,SMAPE,0,0.0055
PyAF-4.0,SMAPE,10,0.013
PyAF-4.0,SMAPE,20,0.0243
PyAF-4.0,SMAPE,30,0.0343
PyAF-4.0,SMAPE,40,0.0509
PyAF-4.0,SMAPE,50,0.0598
PyAF-4.0,SMAPE,60,0.0748
PyAF-4.0,SMAPE,70,0.0942
PyAF-4.0,SMAPE,80,0.1214
PyAF-4.0,SMAPE,90,0.1791
PyAF-4.0,SMAPE,100,0.5033
PyAF-4.0,MASE,0,0.1241
PyAF-4.0,MASE,10,0.2211
PyAF-4.0,MASE,20,0.4341
PyAF-4.0,MASE,30,0.7942
PyAF-4.0,MASE,40,0.9331
PyAF-4.0,MASE,50,1.2348
PyAF-4.0,MASE,60,1.61
PyAF-4.0,MASE,70,2.1956
PyAF-4.0,MASE,80,3.4449
PyAF-4.0,MASE,90,5.3305
PyAF-4.0,MASE,100,10.4687
PyAF-4.0,TrainingTime,0,2.02
PyAF-4.0,TrainingTime,10,2.074
PyAF-4.0,TrainingTime,20,2.178
PyAF-4.0,TrainingTime,30,2.252
PyAF-4.0,TrainingTime,40,2.454
PyAF-4.0,TrainingTime,50,2.61
PyAF-4.0,TrainingTime,60,2.712
PyAF-4.0,TrainingTime,70,2.942
PyAF-4.0,TrainingTime,80,3.126
PyAF-4.0,TrainingTime,90,3.264
PyAF-4.0,TrainingTime,100,3.48
PyAF-5.0,L1,0,0.0506
PyAF-5.0,L1,10,0.1596
PyAF-5.0,L1,20,0.426
PyAF-5.0,L1,30,0.8508
PyAF-5.0,L1,40,1.6642
PyAF-5.0,L1,50,2.5794
PyAF-5.0,L1,60,2.9581
PyAF-5.0,L1,70,7.3986
PyAF-5.0,L1,80,16.5087
PyAF-5.0,L1,90,74.7446
PyAF-5.0,L1,100,881.1757
PyAF-5.0,L2,0,0.0597
PyAF-5.0,L2,10,0.1896
PyAF-5.0,L2,20,0.5442
PyAF-5.0,L2,30,1.0854
PyAF-5.0,L2,40,1.8578
PyAF-5.0,L2,50,2.9958
PyAF-5.0,L2,60,3.4135
PyAF-5.0,L2,70,8.8844
PyAF-5.0,L2,80,18.8612
PyAF-5.0,L2,90,78.582
PyAF-5.0,L2,100,956.2426
PyAF-5.0,MAPE,0,0.0054
PyAF-5.0,MAPE,10,0.0162
PyAF-5.0,MAPE,20,0.0275
PyAF-5.0,MAPE,30,0.0334
PyAF-5.0,MAPE,40,0.0367
PyAF-5.0,MAPE,50,0.0614
PyAF-5.0,MAPE,60,0.0827
PyAF-5.0,MAPE,70,0.161
PyAF-5.0,MAPE,80,0.1895
PyAF-5.0,MAPE,90,0.2825
PyAF-5.0,MAPE,100,0.6014
PyAF-5.0,SMAPE,0,0.0055
PyAF-5.0,SMAPE,10,0.0161
PyAF-5.0,SMAPE,20,0.0283
PyAF-5.0,SMAPE,30,0.0324
PyAF-5.0,SMAPE,40,0.0358
PyAF-5.0,SMAPE,50,0.0618
PyAF-5.0,SMAPE,60,0.0869
PyAF-5.0,SMAPE,70,0.1534
PyAF-5.0,SMAPE,80,0.1899
PyAF-5.0,SMAPE,90,0.2889
PyAF-5.0,SMAPE,100,0.6299
PyAF-5.0,MASE,0,0.2584
PyAF-5.0,MASE,10,0.3399
PyAF-5.0,MASE,20,0.4804
PyAF-5.0,MASE,30,0.5882
PyAF-5.0,MASE,40,0.7206
PyAF-5.0,MASE,50,1.0428
PyAF-5.0,MASE,60,1.2984
PyAF-5.0,MASE,70,2.7114
PyAF-5.0,MASE,80,5.2464
PyAF-5.0,MASE,90,9.1028
PyAF-5.0,MASE,100,15.2147
PyAF-5.0,TrainingTime,0,3.48
PyAF-5.0,TrainingTime,10,3.79
PyAF-5.0,TrainingTime,20,5.3
PyAF-5.0,TrainingTime,30,5.795
PyAF-5.0,TrainingTime,40,5.99
PyAF-5.0,TrainingTime,50,6.605
PyAF-5.0,TrainingTime,60,7.42
PyAF-5.0,TrainingTime,70,7.64
PyAF-5.0,TrainingTime,80,8.01
PyAF-5.0,TrainingTime,90,8.655
PyAF-5.0,TrainingTime,100,14.45
