Release,Perf,Quantile,Value
PyAF-1.0,L1,0,0.0
PyAF-1.0,L1,10,15.6639
PyAF-1.0,L1,20,43.878
PyAF-1.0,L1,30,97.5703
PyAF-1.0,L1,40,187.9415
PyAF-1.0,L1,50,351.9659
PyAF-1.0,L1,60,631.5056
PyAF-1.0,L1,70,1210.3864
PyAF-1.0,L1,80,2620.5999
PyAF-1.0,L1,90,6967.5794
PyAF-1.0,L1,100,493334.2945
PyAF-1.0,L2,0,0.0
PyAF-1.0,L2,10,19.285
PyAF-1.0,L2,20,51.3804
PyAF-1.0,L2,30,114.5577
PyAF-1.0,L2,40,226.2077
PyAF-1.0,L2,50,422.1361
PyAF-1.0,L2,60,763.1624
PyAF-1.0,L2,70,1431.2457
PyAF-1.0,L2,80,3098.8976
PyAF-1.0,L2,90,8439.5503
PyAF-1.0,L2,100,536277.7305
PyAF-1.0,MAPE,0,0.0
PyAF-1.0,MAPE,10,0.087
PyAF-1.0,MAPE,20,0.1945
PyAF-1.0,MAPE,30,0.3012
PyAF-1.0,MAPE,40,0.4381
PyAF-1.0,MAPE,50,0.5897
PyAF-1.0,MAPE,60,0.8026
PyAF-1.0,MAPE,70,1.143
PyAF-1.0,MAPE,80,1.9992
PyAF-1.0,MAPE,90,4.4785
PyAF-1.0,MAPE,100,249513888891.4393
PyAF-1.0,SMAPE,0,0.0
PyAF-1.0,SMAPE,10,0.0852
PyAF-1.0,SMAPE,20,0.1885
PyAF-1.0,SMAPE,30,0.2998
PyAF-1.0,SMAPE,40,0.4341
PyAF-1.0,SMAPE,50,0.5575
PyAF-1.0,SMAPE,60,0.7243
PyAF-1.0,SMAPE,70,1.0148
PyAF-1.0,SMAPE,80,1.4648
PyAF-1.0,SMAPE,90,1.9227
PyAF-1.0,SMAPE,100,2.0
PyAF-1.0,TrainingTime,0,3.01
PyAF-1.0,TrainingTime,10,3.98
PyAF-1.0,TrainingTime,20,4.36
PyAF-1.0,TrainingTime,30,4.64
PyAF-1.0,TrainingTime,40,4.9
PyAF-1.0,TrainingTime,50,5.3
PyAF-1.0,TrainingTime,60,6.33
PyAF-1.0,TrainingTime,70,7.43
PyAF-1.0,TrainingTime,80,8.23
PyAF-1.0,TrainingTime,90,8.911
PyAF-1.0,TrainingTime,100,11.6
PyAF-2.0,L1,0,0.0
PyAF-2.0,L1,10,15.6333
PyAF-2.0,L1,20,43.3019
PyAF-2.0,L1,30,97.5703
PyAF-2.0,L1,40,188.5934
PyAF-2.0,L1,50,352.6177
PyAF-2.0,L1,60,631.5056
PyAF-2.0,L1,70,1202.2382
PyAF-2.0,L1,80,2621.8935
PyAF-2.0,L1,90,6741.9961
PyAF-2.0,L1,100,493334.2945
PyAF-2.0,L2,0,0.0
PyAF-2.0,L2,10,19.2363
PyAF-2.0,L2,20,50.6593
PyAF-2.0,L2,30,114.5577
PyAF-2.0,L2,40,226.4501
PyAF-2.0,L2,50,423.3954
PyAF-2.0,L2,60,763.1624
PyAF-2.0,L2,70,1431.2457
PyAF-2.0,L2,80,3105.0261
PyAF-2.0,L2,90,8194.6237
PyAF-2.0,L2,100,536277.7305
PyAF-2.0,MAPE,0,0.0
PyAF-2.0,MAPE,10,0.0872
PyAF-2.0,MAPE,20,0.1926
PyAF-2.0,MAPE,30,0.2972
PyAF-2.0,MAPE,40,0.4386
PyAF-2.0,MAPE,50,0.5933
PyAF-2.0,MAPE,60,0.8035
PyAF-2.0,MAPE,70,1.143
PyAF-2.0,MAPE,80,1.9992
PyAF-2.0,MAPE,90,4.4785
PyAF-2.0,MAPE,100,249513888891.4393
PyAF-2.0,SMAPE,0,0.0
PyAF-2.0,SMAPE,10,0.0852
PyAF-2.0,SMAPE,20,0.1868
PyAF-2.0,SMAPE,30,0.2976
PyAF-2.0,SMAPE,40,0.4341
PyAF-2.0,SMAPE,50,0.5566
PyAF-2.0,SMAPE,60,0.7243
PyAF-2.0,SMAPE,70,1.0148
PyAF-2.0,SMAPE,80,1.4648
