Release,Perf,Quantile,Value
PyAF-2.0,SMAPE,90,1.9227
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,2.98
PyAF-2.0,TrainingTime,10,3.46
PyAF-2.0,TrainingTime,20,3.55
PyAF-2.0,TrainingTime,30,3.63
PyAF-2.0,TrainingTime,40,3.74
PyAF-2.0,TrainingTime,50,4.05
PyAF-2.0,TrainingTime,60,6.034
PyAF-2.0,TrainingTime,70,6.7
PyAF-2.0,TrainingTime,80,7.06
PyAF-2.0,TrainingTime,90,7.411
PyAF-2.0,TrainingTime,100,10.47
PyAF-3.0,L1,0,0.0
PyAF-3.0,L1,10,15.6333
PyAF-3.0,L1,20,43.3019
PyAF-3.0,L1,30,97.5703
PyAF-3.0,L1,40,188.5934
PyAF-3.0,L1,50,352.6177
PyAF-3.0,L1,60,631.5056
PyAF-3.0,L1,70,1202.2382
PyAF-3.0,L1,80,2621.8935
PyAF-3.0,L1,90,6741.9961
PyAF-3.0,L1,100,493334.2945
PyAF-3.0,L2,0,0.0
PyAF-3.0,L2,10,19.2363
PyAF-3.0,L2,20,50.6593
PyAF-3.0,L2,30,114.5577
PyAF-3.0,L2,40,226.4501
PyAF-3.0,L2,50,423.3954
PyAF-3.0,L2,60,763.1624
PyAF-3.0,L2,70,1431.2457
PyAF-3.0,L2,80,3105.0261
PyAF-3.0,L2,90,8194.6237
PyAF-3.0,L2,100,536277.7305
PyAF-3.0,MAPE,0,0.0
PyAF-3.0,MAPE,10,0.0872
PyAF-3.0,MAPE,20,0.1926
PyAF-3.0,MAPE,30,0.2972
PyAF-3.0,MAPE,40,0.4386
PyAF-3.0,MAPE,50,0.5933
PyAF-3.0,MAPE,60,0.8035
PyAF-3.0,MAPE,70,1.143
PyAF-3.0,MAPE,80,1.9992
PyAF-3.0,MAPE,90,4.4785
PyAF-3.0,MAPE,100,249513888891.4393
PyAF-3.0,SMAPE,0,0.0
PyAF-3.0,SMAPE,10,0.0852
PyAF-3.0,SMAPE,20,0.1868
PyAF-3.0,SMAPE,30,0.2976
PyAF-3.0,SMAPE,40,0.4341
PyAF-3.0,SMAPE,50,0.5566
PyAF-3.0,SMAPE,60,0.7243
PyAF-3.0,SMAPE,70,1.0148
PyAF-3.0,SMAPE,80,1.4648
PyAF-3.0,SMAPE,90,1.9227
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,2.98
PyAF-3.0,TrainingTime,10,3.46
PyAF-3.0,TrainingTime,20,3.55
PyAF-3.0,TrainingTime,30,3.63
PyAF-3.0,TrainingTime,40,3.74
PyAF-3.0,TrainingTime,50,4.05
PyAF-3.0,TrainingTime,60,6.034
PyAF-3.0,TrainingTime,70,6.7
PyAF-3.0,TrainingTime,80,7.06
PyAF-3.0,TrainingTime,90,7.411
PyAF-3.0,TrainingTime,100,10.47
PyAF-4.0,L1,0,0.0
PyAF-4.0,L1,10,14.8223
PyAF-4.0,L1,20,39.5849
PyAF-4.0,L1,30,87.7211
PyAF-4.0,L1,40,175.8531
PyAF-4.0,L1,50,350.125
PyAF-4.0,L1,60,631.8486
PyAF-4.0,L1,70,1193.2056
PyAF-4.0,L1,80,2517.8192
PyAF-4.0,L1,90,6967.7074
PyAF-4.0,L1,100,58875373542.2982
PyAF-4.0,L2,0,0.0
PyAF-4.0,L2,10,18.5
PyAF-4.0,L2,20,47.539
PyAF-4.0,L2,30,105.7643
PyAF-4.0,L2,40,212.0064
PyAF-4.0,L2,50,419.1956
PyAF-4.0,L2,60,764.3718
PyAF-4.0,L2,70,1370.994
PyAF-4.0,L2,80,2921.9398
PyAF-4.0,L2,90,8270.8317
PyAF-4.0,L2,100,76398624719.678
PyAF-4.0,MAPE,0,0.0
PyAF-4.0,MAPE,10,0.0824
PyAF-4.0,MAPE,20,0.1759
PyAF-4.0,MAPE,30,0.2944
PyAF-4.0,MAPE,40,0.426
PyAF-4.0,MAPE,50,0.5798
PyAF-4.0,MAPE,60,0.7847
PyAF-4.0,MAPE,70,1.1213
PyAF-4.0,MAPE,80,1.8375
PyAF-4.0,MAPE,90,3.9187
PyAF-4.0,MAPE,100,249513888891.4393
PyAF-4.0,SMAPE,0,0.0
PyAF-4.0,SMAPE,10,0.0795
PyAF-4.0,SMAPE,20,0.1739
PyAF-4.0,SMAPE,30,0.2882
PyAF-4.0,SMAPE,40,0.4187
PyAF-4.0,SMAPE,50,0.5367
PyAF-4.0,SMAPE,60,0.6878
PyAF-4.0,SMAPE,70,0.9645
PyAF-4.0,SMAPE,80,1.4437
PyAF-4.0,SMAPE,90,1.8885
PyAF-4.0,SMAPE,100,2.0
PyAF-4.0,TrainingTime,0,1.36
PyAF-4.0,TrainingTime,10,1.56
PyAF-4.0,TrainingTime,20,1.58
PyAF-4.0,TrainingTime,30,1.6
PyAF-4.0,TrainingTime,40,1.63
PyAF-4.0,TrainingTime,50,2.05
PyAF-4.0,TrainingTime,60,2.644
PyAF-4.0,TrainingTime,70,3.04
PyAF-4.0,TrainingTime,80,3.14
PyAF-4.0,TrainingTime,90,3.28
PyAF-4.0,TrainingTime,100,4.39
