Release,Perf,Quantile,Value
PyAF-3.0,MASE,70,2.0155
PyAF-3.0,MASE,80,2.5648
PyAF-3.0,MASE,90,3.6152
PyAF-3.0,MASE,100,23.615
PyAF-3.0,TrainingTime,0,3.98
PyAF-3.0,TrainingTime,10,7.05
PyAF-3.0,TrainingTime,20,7.97
PyAF-3.0,TrainingTime,30,8.23
PyAF-3.0,TrainingTime,40,8.356
PyAF-3.0,TrainingTime,50,8.48
PyAF-3.0,TrainingTime,60,8.61
PyAF-3.0,TrainingTime,70,8.78
PyAF-3.0,TrainingTime,80,8.97
PyAF-3.0,TrainingTime,90,9.351
PyAF-3.0,TrainingTime,100,13.48
PyAF-4.0,L1,0,0.4
PyAF-4.0,L1,10,1.9714
PyAF-4.0,L1,20,2.9399
PyAF-4.0,L1,30,3.7429
PyAF-4.0,L1,40,4.9257
PyAF-4.0,L1,50,6.2062
PyAF-4.0,L1,60,7.5193
PyAF-4.0,L1,70,9.016
PyAF-4.0,L1,80,11.7883
PyAF-4.0,L1,90,17.187
PyAF-4.0,L1,100,96.3902
PyAF-4.0,L2,0,0.5742
PyAF-4.0,L2,10,2.4997
PyAF-4.0,L2,20,3.6627
PyAF-4.0,L2,30,4.6446
PyAF-4.0,L2,40,6.1025
PyAF-4.0,L2,50,7.7014
PyAF-4.0,L2,60,9.0629
PyAF-4.0,L2,70,11.0512
PyAF-4.0,L2,80,14.2237
PyAF-4.0,L2,90,19.8466
PyAF-4.0,L2,100,124.3265
PyAF-4.0,MAPE,0,0.0009
PyAF-4.0,MAPE,10,0.0067
PyAF-4.0,MAPE,20,0.054
PyAF-4.0,MAPE,30,0.1208
PyAF-4.0,MAPE,40,0.1957
PyAF-4.0,MAPE,50,0.3238
PyAF-4.0,MAPE,60,0.5199
PyAF-4.0,MAPE,70,0.8857
PyAF-4.0,MAPE,80,1.0
PyAF-4.0,MAPE,90,446493490.8674
PyAF-4.0,MAPE,100,45668147746.59
PyAF-4.0,SMAPE,0,0.0009
PyAF-4.0,SMAPE,10,0.0067
PyAF-4.0,SMAPE,20,0.0555
PyAF-4.0,SMAPE,30,0.1182
PyAF-4.0,SMAPE,40,0.1832
PyAF-4.0,SMAPE,50,0.2934
PyAF-4.0,SMAPE,60,0.4313
PyAF-4.0,SMAPE,70,0.6867
PyAF-4.0,SMAPE,80,1.3599
PyAF-4.0,SMAPE,90,1.912
PyAF-4.0,SMAPE,100,2.0
PyAF-4.0,MASE,0,0.4857
PyAF-4.0,MASE,10,0.9513
PyAF-4.0,MASE,20,1.0992
PyAF-4.0,MASE,30,1.2138
PyAF-4.0,MASE,40,1.3493
PyAF-4.0,MASE,50,1.501
PyAF-4.0,MASE,60,1.6685
PyAF-4.0,MASE,70,1.9389
PyAF-4.0,MASE,80,2.5096
PyAF-4.0,MASE,90,3.5852
PyAF-4.0,MASE,100,53.0806
PyAF-4.0,TrainingTime,0,2.02
PyAF-4.0,TrainingTime,10,3.489
PyAF-4.0,TrainingTime,20,3.72
PyAF-4.0,TrainingTime,30,3.93
PyAF-4.0,TrainingTime,40,4.08
PyAF-4.0,TrainingTime,50,4.16
PyAF-4.0,TrainingTime,60,4.234
PyAF-4.0,TrainingTime,70,4.39
PyAF-4.0,TrainingTime,80,4.64
PyAF-4.0,TrainingTime,90,4.96
PyAF-4.0,TrainingTime,100,7.27
PyAF-5.0,L1,0,0.3714
PyAF-5.0,L1,10,1.8611
PyAF-5.0,L1,20,3.0335
PyAF-5.0,L1,30,4.1143
PyAF-5.0,L1,40,5.7217
PyAF-5.0,L1,50,7.5877
PyAF-5.0,L1,60,9.1554
PyAF-5.0,L1,70,11.0979
PyAF-5.0,L1,80,14.2542
PyAF-5.0,L1,90,20.6868
PyAF-5.0,L1,100,2409.0782
PyAF-5.0,L2,0,0.6325
PyAF-5.0,L2,10,2.4201
PyAF-5.0,L2,20,3.7527
PyAF-5.0,L2,30,5.0318
PyAF-5.0,L2,40,7.1306
PyAF-5.0,L2,50,8.9682
PyAF-5.0,L2,60,11.1615
PyAF-5.0,L2,70,13.3483
PyAF-5.0,L2,80,16.4258
PyAF-5.0,L2,90,24.0468
PyAF-5.0,L2,100,3867.1271
PyAF-5.0,MAPE,0,0.0016
PyAF-5.0,MAPE,10,0.0597
PyAF-5.0,MAPE,20,0.1441
PyAF-5.0,MAPE,30,0.2369
PyAF-5.0,MAPE,40,0.3669
PyAF-5.0,MAPE,50,0.5014
PyAF-5.0,MAPE,60,0.8392
PyAF-5.0,MAPE,70,1.6637
PyAF-5.0,MAPE,80,852673897.594
PyAF-5.0,MAPE,90,4027924131.6605
PyAF-5.0,MAPE,100,457157904883.0312
PyAF-5.0,SMAPE,0,0.0016
PyAF-5.0,SMAPE,10,0.0597
PyAF-5.0,SMAPE,20,0.1369
PyAF-5.0,SMAPE,30,0.2325
PyAF-5.0,SMAPE,40,0.3187
PyAF-5.0,SMAPE,50,0.4154
PyAF-5.0,SMAPE,60,0.5545
PyAF-5.0,SMAPE,70,0.7135
PyAF-5.0,SMAPE,80,0.9878
PyAF-5.0,SMAPE,90,1.3824
PyAF-5.0,SMAPE,100,2.0
PyAF-5.0,MASE,0,0.4857
PyAF-5.0,MASE,10,0.8938
PyAF-5.0,MASE,20,1.0435
PyAF-5.0,MASE,30,1.1706
PyAF-5.0,MASE,40,1.3528
PyAF-5.0,MASE,50,1.5893
PyAF-5.0,MASE,60,1.9697
PyAF-5.0,MASE,70,2.7054
PyAF-5.0,MASE,80,4.1773
PyAF-5.0,MASE,90,5.9992
PyAF-5.0,MASE,100,962.4109
PyAF-5.0,TrainingTime,0,4.97
PyAF-5.0,TrainingTime,10,33.898
PyAF-5.0,TrainingTime,20,36.596
PyAF-5.0,TrainingTime,30,38.972
PyAF-5.0,TrainingTime,40,41.234
PyAF-5.0,TrainingTime,50,43.02
PyAF-5.0,TrainingTime,60,44.508
PyAF-5.0,TrainingTime,70,45.954
PyAF-5.0,TrainingTime,80,47.508
PyAF-5.0,TrainingTime,90,49.052
PyAF-5.0,TrainingTime,100,55.44
