Name,Signal,Length,Horizon,TrainingTime,Formula,Count,MAPE,SMAPE,MASE,L1,L2,R2
I0001,I0001,78,6,5.49,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0002,I0002,78,6,5.67,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.8333,0.5,1.224744871391589,-0.1999999999840001
I0003,I0003,78,6,6.06,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0004,I0004,78,6,5.83,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,1.6666666666666667,4.08248290463863,-0.19999999999856
I0005,I0005,78,6,5.43,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0006,I0006,78,6,5.61,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0007,I0007,78,6,5.52,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0008,I0008,78,6,5.23,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0009,I0009,78,6,5.9,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0010,I0010,78,6,5.85,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0011,I0011,78,6,5.54,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,6.666666666666667,16.32993161855452,-0.19999999999991003
I0012,I0012,78,6,6.09,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.8333,1.6666666666666667,4.08248290463863,-0.19999999999856022
I0013,I0013,78,6,5.03,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0014,I0014,78,6,5.1,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0015,I0015,78,6,4.89,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0016,I0016,78,6,5.26,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0017,I0017,78,6,5.1,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0018,I0018,78,6,4.95,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,1.6666666666666667,4.08248290463863,-0.19999999999856
I0019,I0019,78,6,5.34,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0020,I0020,78,6,5.18,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0021,I0021,78,6,5.34,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0022,I0022,78,6,5.03,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0023,I0023,78,6,5.01,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0024,I0024,78,6,5.06,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0025,I0025,78,6,5.09,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0026,I0026,78,6,5.31,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0027,I0027,78,6,5.14,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.16666666666666666,0.408248290463863,-0.1999999998559998
I0028,I0028,78,6,5.23,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0029,I0029,78,6,5.64,Lag1Trend+NoCycle+AR,6,0.1667,0.3333,0.4167,0.666666666666667,1.6329931618554518,-0.19999999999099938
I0030,I0030,78,6,5.13,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.8333,0.16666666666666666,0.408248290463863,-0.1999999998559998
I0031,I0031,78,6,5.31,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.16666666666666666,0.408248290463863,-0.19999999985600003
I0032,I0032,78,6,5.14,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0033,I0033,78,6,5.19,ConstantTrend+NoCycle+NoAR,6,0.3333,0.6667,0.4167,1.0,1.7320508075688772,-0.4999999999875
I0034,I0034,78,6,5.07,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0035,I0035,78,6,5.25,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0036,I0036,78,6,5.1,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0037,I0037,78,6,5.48,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.3333333333333333,0.816496580927726,-0.19999999996399986
I0038,I0038,78,6,5.26,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.16666666666666666,0.408248290463863,-0.19999999985600003
I0039,I0039,78,6,5.44,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.16666666666666666,0.408248290463863,-0.1999999998559998
I0040,I0040,78,6,5.31,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0041,I0041,78,6,5.25,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
I0042,I0042,78,6,5.18,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.6666666666666666,1.632993161855452,-0.19999999999099982
I0043,I0043,78,6,5.25,ConstantTrend+NoCycle+NoAR,6,0.1667,0.3333,0.4167,0.16666666666666666,0.408248290463863,-0.19999999985600003
I0044,I0044,78,6,5.45,ConstantTrend+NoCycle+NoAR,6,0.0,0.0,0.0,0.0,0.0,1.0
