Name,Signal,Length,Horizon,TrainingTime,Formula,Count,MAPE,SMAPE,MASE,L1,L2,R2
D0001,D0001,27,6,4.94,ConstantTrend+NoCycle+AR,6,0.1793,0.2058,7.7876,3988.815469124033,4781.288485544999,-34.9587251846548
D0002,D0002,18,6,4.6,ConstantTrend+NoCycle+AR,6,0.0738,0.0653,1.1696,0.4678235779723295,0.8552820941662785,-0.3167134290431173
D0003,D0003,18,6,4.51,ConstantTrend+NoCycle+AR,6,0.0795,0.0712,1.1901,3.332301671021303,5.540116762387103,-0.1594377488678662
D0004,D0004,18,6,4.73,ConstantTrend+NoCycle+AR,6,0.0529,0.0552,0.9775,58.2591722636648,72.81855958084415,0.2683597181414141
D0005,D0005,18,6,4.45,ConstantTrend+NoCycle+AR,6,0.02,0.0198,8619899493.7435,0.8619899493743522,0.9629058398962412,-55631259389.377144
D0006,D0006,18,6,4.72,ConstantTrend+NoCycle+AR,6,0.2107,0.1836,347693294568.8365,34.769329456883646,41.596984894582455,-103818549139206.23
D0007,D0007,18,6,4.78,ConstantTrend+NoCycle+AR,6,0.2502,0.2124,618032602603.8331,61.80326026038332,74.69658075934781,-334774750628265.2
D0008,D0008,18,6,4.52,ConstantTrend+NoCycle+AR,6,0.024,0.0237,1.2562,0.5024749234771697,0.6318999412129578,0.3154899388110898
D0009,D0009,18,6,4.77,ConstantTrend+NoCycle+AR,6,0.1107,0.1205,6.6887,52.17164414838222,62.99699552191777,-47.64500238759204
D0010,D0010,27,6,5.01,ConstantTrend+NoCycle+AR,6,0.0074,0.0075,1.6036,25.97781692712192,34.39284261213197,-0.5303947682279528
D0011,D0011,8,6,3.63,PolyTrend+NoCycle+NoAR,6,0.226,0.2394,1.3065,0.10452269657372537,0.13860328797219748,-2.4579568482328327
D0012,D0012,8,6,3.49,PolyTrend+NoCycle+NoAR,6,0.0753,0.0736,1.1325,0.15855061954593333,0.17633615078067813,-0.21673888029045085
D0013,D0013,8,6,3.22,PolyTrend+NoCycle+NoAR,6,0.0815,0.0813,2.2137,1.3282282649780288,1.4986264551489326,-0.18899595696893834
D0014,D0014,8,6,2.98,PolyTrend+NoCycle+NoAR,6,0.0822,0.0791,1.6582,4.6430967971179085,5.070441130077845,-0.25072626638961193
