Name,Signal,Length,Horizon,TrainingTime,Formula,Count,MAPE,SMAPE,MASE,L1,L2,R2
Yahoo_Stock_Price_ACOR,ACOR,1251,7,10.82,Lag1Trend+NoCycle+NoAR,7,0.0316,0.032,1.2768,0.8171431428571445,0.9006823920948587,-0.6966560283367218
Yahoo_Stock_Price_AKRX,AKRX,1251,7,11.0,Lag1Trend+NoCycle+NoAR,7,0.0417,0.0427,1.8533,1.3714284285714287,1.5455467363645141,-0.9641837877055075
Yahoo_Stock_Price_ALKS,ALKS,1251,7,10.84,Lag1Trend+NoCycle+NoAR,7,0.0389,0.0399,2.6075,1.9599988571428537,2.2773025961186706,-1.6233587201972086
Yahoo_Stock_Price_ALNY,ALNY,1251,7,11.27,Lag1Trend+NoCycle+NoAR,7,0.0202,0.0205,1.3668,1.3485695714285637,1.7128496197893164,-0.7469031680831517
Yahoo_Stock_Price_ALTH,ALTH,282,7,11.24,Lag1Trend+NoCycle+NoAR,7,0.0149,0.015,2.7143,0.027142857142857166,0.030000000000000023,-4.512499517656291
Yahoo_Stock_Price_ALXA,ALXA,1251,7,11.02,Lag1Trend+NoCycle+NoAR,7,0.0,0.0,0.0,0.0,0.0,1.0
Yahoo_Stock_Price_ALXN,ALXN,1251,7,12.02,Lag1Trend+NoCycle+NoAR,7,0.0139,0.0141,1.043,1.7800010000000046,2.118982724936902,-0.7917296052670793
Yahoo_Stock_Price_AMAG,AMAG,1251,7,11.04,Lag1Trend+NoCycle+NoAR,7,0.0214,0.0215,0.7257,0.5599997142857137,0.6852947582732971,-0.06675495359795147
Yahoo_Stock_Price_AMGN,AMGN,1251,7,10.74,Lag1Trend+NoCycle+NoAR,7,0.0178,0.018,2.1852,2.982859857142858,3.8747963577890867,-1.1915928461254652
Yahoo_Stock_Price_AMLN,AMLN,262,7,11.79,Lag1Trend+NoCycle+NoAR,7,0.0044,0.0044,3.0159,0.13571428571428715,0.144864468679227,-4.1363636184043715
Yahoo_Stock_Price_AMRI,AMRI,1251,7,11.44,Lag1Trend+NoCycle+NoAR,7,0.0196,0.0194,0.8616,0.2757142857142857,0.32551058793400656,-0.002335997393406064
Yahoo_Stock_Price_ARIA,ARIA,1251,7,10.97,Lag1Trend+NoCycle+NoAR,7,0.0993,0.1054,3.5349,0.8071428571428572,0.8838794358637705,-3.147982402598
Yahoo_Stock_Price_ARNA,ARNA,1251,7,10.55,Lag1Trend+NoCycle+NoAR,7,0.023,0.0233,1.0435,0.040000000000000036,0.04810702354423644,-0.09671179141491071
Yahoo_Stock_Price_ARQL,ARQL,1251,7,10.78,Lag1Trend+NoCycle+NoAR,7,0.0089,0.0088,0.6122,0.014285714285714204,0.019999999999999893,-0.22499994640624976
Yahoo_Stock_Price_ARRY,ARRY,1251,7,10.99,Lag1Trend+NoCycle+NoAR,7,0.0194,0.0194,1.0989,0.0714285714285715,0.09441549509633322,-0.014869886825258805
