Name,Signal,Length,Horizon,TrainingTime,Formula,Count,MAPE,SMAPE,MASE,L1,L2,R2
Yahoo_Stock_Price_AF.PA,AF.PA,1298,7,15.26,Lag1Trend+NoCycle+NoAR,7,0.0973,0.0923,5.5393,0.517,0.5424285338048822,-9.92174590306306
Yahoo_Stock_Price_AGN.AS,AGN.AS,1298,7,11.59,Lag1Trend+NoCycle+NoAR,7,0.0141,0.0142,1.098,0.05014285714285714,0.06110997112933841,-0.6382298595609599
Yahoo_Stock_Price_AH.AS,AH.AS,1298,7,16.05,Lag1Trend+NoCycle+NoAR,7,0.0176,0.0178,2.1549,0.38428571428571295,0.4261119906449798,-4.35673429842271
Yahoo_Stock_Price_AKZA.AS,AKZA.AS,1298,7,16.44,Lag1Trend+NoCycle+NoAR,7,0.0294,0.029,3.5387,1.6985714285714286,1.754223474931287,-15.014667146946604
Yahoo_Stock_Price_ASML.AS,ASML.AS,1298,7,15.14,Lag1Trend+NoCycle+NoAR,7,0.0401,0.0411,3.2169,3.9085714285714284,4.151860168303222,-7.790329026178119
Yahoo_Stock_Price_BAMNB.AS,BAMNB.AS,1298,7,15.17,Lag1Trend+NoCycle+NoAR,7,0.0126,0.0128,1.4441,0.044285714285714296,0.06689223743134506,-0.41693700970766745
Yahoo_Stock_Price_BOKA.AS,BOKA.AS,1298,7,14.47,Lag1Trend+NoCycle+NoAR,7,0.0145,0.0146,1.9494,0.46785714285714164,0.6002529228821547,-1.5478767540810994
Yahoo_Stock_Price_DSM.AS,DSM.AS,1298,7,17.09,Lag1Trend+NoCycle+NoAR,7,0.0073,0.0073,1.732,0.41857142857142854,0.45319500690730674,-5.804530084676781
Yahoo_Stock_Price_FUR.AS,FUR.AS,1297,7,12.78,Lag1Trend+NoCycle+NoAR,7,0.018,0.0179,0.8047,0.28499999999999964,0.3257025373821068,-0.25332135774766673
Yahoo_Stock_Price_HEIA.AS,HEIA.AS,1298,7,13.39,Lag1Trend+NoCycle+NoAR,7,0.0089,0.0089,1.6601,0.7442857142857113,0.9287395452209067,-1.0292149180243921
Yahoo_Stock_Price_KPN.AS,KPN.AS,1298,7,15.65,Lag1Trend+NoCycle+NoAR,7,0.0293,0.0286,1.3374,0.08871428571428545,0.11170305022053516,-1.7081901049976231
Yahoo_Stock_Price_MT.AS,MT.AS,776,7,10.93,Lag1Trend+NoCycle+NoAR,7,0.0278,0.0278,1.9117,0.14528571428571432,0.16609764769986538,-0.002760155905494166
Yahoo_Stock_Price_PHIA.AS,PHIA.AS,1298,7,15.63,Lag1Trend+NoCycle+NoAR,7,0.0257,0.0261,2.3544,0.62,0.7283052735141848,-2.505239449965105
Yahoo_Stock_Price_RAND.AS,RAND.AS,1298,7,16.11,Lag1Trend+NoCycle+NoAR,7,0.0233,0.023,1.227,0.8957142857142831,1.0030880889960307,-2.4297808693981966
Yahoo_Stock_Price_RDSA.AS,RDSA.AS,1298,7,15.14,Lag1Trend+NoCycle+NoAR,7,0.0099,0.0099,1.2989,0.24571428571428505,0.27715390257812633,-0.08064886570300067
Yahoo_Stock_Price_REN.AS,REN.AS,1298,7,15.34,Lag1Trend+NoCycle+NoAR,7,0.009,0.0091,2.2375,0.14357142857142843,0.15671858308992664,-3.7596400896509374
Yahoo_Stock_Price_SBMO.AS,SBMO.AS,1298,7,15.82,Lag1Trend+NoCycle+NoAR,7,0.0261,0.0266,1.4933,0.3185714285714294,0.3724916106437843,-2.7236081810627883
Yahoo_Stock_Price_TOM2.AS,TOM2.AS,1298,7,17.05,Lag1Trend+NoCycle+NoAR,7,0.059,0.0613,2.8005,0.4382857142857149,0.5010434825726925,-3.2585869765623734
Yahoo_Stock_Price_UNA.AS,UNA.AS,1298,7,10.7,Lag1Trend+NoCycle+NoAR,7,0.0051,0.0051,1.0607,0.21214285714285402,0.2545233640692765,-2.178456991864399
Yahoo_Stock_Price_WHA.AS,WHA.AS,1298,7,10.59,Lag1Trend+NoCycle+NoAR,7,0.0334,0.034,4.9396,1.4407142857142878,1.4932789902952328,-13.458677383866469
Yahoo_Stock_Price_WKL.AS,WKL.AS,1298,7,11.13,Lag1Trend+NoCycle+NoAR,7,0.0148,0.0149,2.2935,0.5600000000000023,0.5975963759691243,-7.205645820382282
