Name,Signal,Length,Horizon,TrainingTime,Formula,Count,MAPE,SMAPE,MASE,L1,L2,R2
M3_M_COMP,N1402,50,18,6.62,ConstantTrend+NoCycle+NoAR,18,1.2885,0.5451,0.6202,1072.5333333333333,1332.2265272843051,-0.0709222344391105
M3_M_COMP,N1403,50,18,6.68,ConstantTrend+NoCycle+NoAR,18,0.6346,0.9613,1.7404,810.7999999999996,923.1648173538673,-3.6530572191215684
M3_M_COMP,N1404,50,18,6.31,ConstantTrend+NoCycle+NoAR,18,0.4476,0.3098,0.9923,1630.2999999999972,1956.850944757926,-0.39457744757950275
M3_M_COMP,N1405,50,18,6.2,PolyTrend+NoCycle+AR,18,0.381,0.2773,0.7937,1784.4120030333654,2365.2783214590154,0.043638242631442115
M3_M_COMP,N1406,50,18,6.41,ConstantTrend+NoCycle+NoAR,18,0.2436,0.1977,0.8066,1577.611111111111,1971.5099825035406,0.1285221767224599
M3_M_COMP,N1407,50,18,7.25,PolyTrend+NoCycle+AR,18,2.7051,0.6085,0.8667,1598.284973370312,1966.080112078218,-0.9616148330411891
M3_M_COMP,N1408,50,18,6.3,PolyTrend+NoCycle+AR,18,0.5696,0.4088,1.0355,1699.4873230718615,2004.0923684883032,-1.5268015897870604
M3_M_COMP,N1409,50,18,7.09,Lag1Trend+NoCycle+AR,18,0.5934,0.6069,0.8141,1644.8875472993295,2097.404254790232,-0.7422196467374922
M3_M_COMP,N1410,50,18,6.32,PolyTrend+NoCycle+AR,18,0.7676,0.4879,1.3086,1639.6036486063351,1896.127925526166,-2.1679452902988476
M3_M_COMP,N1411,50,18,6.05,ConstantTrend+NoCycle+AR,18,0.2281,0.2071,1.0472,872.2775032745926,1009.9201818018739,-1.455412088250024
M3_M_COMP,N1412,50,18,6.4,ConstantTrend+NoCycle+AR,18,0.2191,0.2055,0.7763,599.1258748026931,712.3065554122742,-0.37358601540593894
M3_M_COMP,N1413,50,18,5.91,Lag1Trend+NoCycle+AR,18,11.0712,1.0167,1.1524,5587.0022215901245,6213.127826833274,-1.642317744068353
M3_M_COMP,N1414,50,18,5.72,PolyTrend+NoCycle+AR,18,0.4793,0.5945,0.8333,1833.2043466251137,2632.533653360686,-0.90173339201735
M3_M_COMP,N1415,50,18,5.66,ConstantTrend+NoCycle+AR,18,0.8027,0.5278,0.8668,2342.8242026201156,2669.3292661761852,-0.4410756984580275
M3_M_COMP,N1416,50,18,5.7,ConstantTrend+NoCycle+AR,18,0.4705,0.3645,0.6954,616.0683308779063,708.8224041255716,0.1608931683064826
M3_M_COMP,N1417,50,18,5.29,PolyTrend+NoCycle+NoAR,18,3.1416,1.0402,3.497,2414.9854326500504,2677.2518146493676,-19.8016316356093
M3_M_COMP,N1418,50,18,5.52,LinearTrend+NoCycle+AR,18,0.5507,0.3988,0.7082,838.1216138049592,1043.2050712042135,0.07365415185398327
M3_M_COMP,N1419,50,18,5.82,ConstantTrend+NoCycle+AR,18,0.2357,0.2537,0.5945,654.6431236508969,821.3514324955098,-0.19059604301549826
M3_M_COMP,N1420,51,18,5.64,PolyTrend+NoCycle+AR,18,0.3397,0.315,0.8345,851.6880010535601,1030.5525145228185,-0.7190196915227336
M3_M_COMP,N1421,51,18,5.8,PolyTrend+NoCycle+AR,18,0.3418,0.4481,1.3815,1340.8957131227437,1671.3088401834327,-2.589036948496284
M3_M_COMP,N1422,51,18,5.96,PolyTrend+NoCycle+AR,18,0.7904,1.2379,3.1738,3080.48189465629,3392.6027356746845,-5.236470794639746
M3_M_COMP,N1423,51,18,5.75,PolyTrend+NoCycle+AR,18,1.5848,1.7367,4.5409,4647.795690998021,5268.430854404587,-12.227425175495805
M3_M_COMP,N1424,51,18,5.62,ConstantTrend+NoCycle+AR,18,0.1942,0.2059,0.747,585.0382198373184,710.7188189356742,-0.1995438226589119
M3_M_COMP,N1425,51,18,6.29,LinearTrend+NoCycle+AR,18,0.4588,0.4574,0.9289,863.2861753998392,1211.5605448175902,-0.44953605918261963
M3_M_COMP,N1426,51,18,5.41,ConstantTrend+NoCycle+AR,18,0.1246,0.13,1.0275,438.3387266605162,500.9666339385623,-0.7260925358055663
M3_M_COMP,N1427,51,18,5.42,ConstantTrend+NoCycle+NoAR,18,0.5712,0.4572,0.8146,929.6296296296298,1111.003647244552,-0.08577262171907218
M3_M_COMP,N1428,51,18,5.67,ConstantTrend+NoCycle+AR,18,0.2618,0.2271,0.7481,758.6201029562205,904.4648094435628,-0.35878374348705755
M3_M_COMP,N1429,51,18,5.74,ConstantTrend+NoCycle+AR,18,0.2491,0.3081,1.6805,891.6648153234755,1169.6786367390944,-3.011612651412859
M3_M_COMP,N1430,51,18,5.53,Lag1Trend+NoCycle+AR,18,0.181,0.1645,0.7754,1204.0864898789935,1522.3587693764678,-0.41597427157889766
M3_M_COMP,N1431,51,18,5.54,Lag1Trend+NoCycle+AR,18,0.181,0.1883,0.5836,1901.994951209169,2306.843237488388,-0.04389127073045218
M3_M_COMP,N1432,51,18,5.25,ConstantTrend+NoCycle+NoAR,18,0.3797,0.3888,0.7528,1093.7908496732039,1404.0427431548958,-0.2590685248522928
M3_M_COMP,N1433,51,18,5.71,LinearTrend+NoCycle+AR,18,0.4549,0.5419,1.0528,1415.0598888103505,1791.8523203310028,-1.0937783202356761
M3_M_COMP,N1434,51,18,5.58,LinearTrend+NoCycle+AR,18,0.2385,0.2942,0.8454,611.6917426726153,794.9571311193184,-0.8874469152749407
M3_M_COMP,N1435,51,18,5.39,PolyTrend+NoCycle+NoAR,18,0.4883,0.688,1.4059,1230.611688938344,1413.3957696461769,-3.167938133228337
M3_M_COMP,N1436,51,18,5.46,ConstantTrend+NoCycle+AR,18,0.3569,0.3322,0.7801,683.7464403535394,843.2759076172413,-0.19544456209061267
